<PWAVE-TN336_BB29-33--639>
<PWAVE SAMPLE POINT>
Depth In Core=-63.90
Depth In Section=0.00
SBD=0.00
Core ID=TN336_BB29-33
Section Number=cal
Section Length=63.80
Comments=Core TN336_BB29-33 logged at 12:13:50 on 01-24-2016
TOT=98.19
TX Level (Volts)=162
P-Wave Amp Gain=1443.00
Delay=80.00
Gate=52.00
Date=1/24/2016
Time=12:17:03
</PWAVE SAMPLE POINT>
<PWAVE DATA>
Time (탎),Voltage (mV)
0.00,-0.003
0.08,-0.003
0.16,-0.003
0.24,-0.004
0.32,-0.004
0.40,-0.004
0.48,-0.007
0.56,0.039
0.64,0.001
0.72,-0.027
0.80,-0.031
0.88,-0.004
0.96,-0.003
1.04,-0.016
1.12,-0.034
1.20,-0.078
1.28,-0.202
1.36,-0.346
1.44,-0.346
1.52,-0.346
1.60,-0.346
1.68,-0.346
1.76,-0.346
1.84,-0.346
1.92,-0.346
2.00,-0.346
2.08,-0.346
2.16,-0.346
2.24,-0.346
2.32,-0.346
2.40,-0.346
2.48,-0.346
2.56,-0.346
2.64,-0.341
2.72,-0.265
2.80,-0.200
2.88,-0.168
2.96,-0.162
3.04,-0.170
3.12,-0.180
3.20,-0.180
3.28,-0.164
3.36,-0.129
3.44,-0.076
3.52,-0.006
3.60,0.077
3.68,0.177
3.76,0.285
3.84,0.333
3.92,0.343
4.00,0.343
4.08,0.344
4.16,0.344
4.24,0.344
4.32,0.344
4.40,0.344
4.48,0.344
4.56,0.344
4.64,0.344
4.72,0.344
4.80,0.344
4.88,0.344
4.96,0.344
5.04,0.344
5.12,0.344
5.20,0.344
5.28,0.344
5.36,0.344
5.44,0.344
5.52,0.344
5.60,0.344
5.68,0.344
5.76,0.344
5.84,0.344
5.92,0.344
6.00,0.344
6.08,0.343
6.16,0.341
6.24,0.331
6.32,0.312
6.40,0.293
6.48,0.275
6.56,0.258
6.64,0.243
6.72,0.228
6.80,0.214
6.88,0.201
6.96,0.188
7.04,0.177
7.12,0.166
7.20,0.155
7.28,0.145
7.36,0.136
7.44,0.128
7.52,0.120
7.60,0.112
7.68,0.105
7.76,0.097
7.84,0.090
7.92,0.083
8.00,0.076
8.08,0.069
8.16,0.063
8.24,0.057
8.32,0.051
8.40,0.045
8.48,0.040
8.56,0.036
8.64,0.031
8.72,0.027
8.80,0.023
8.88,0.019
8.96,0.015
9.04,0.011
9.12,0.008
9.20,0.004
9.28,0.001
9.36,-0.002
9.44,-0.005
9.52,-0.008
9.60,-0.010
9.68,-0.012
9.76,-0.014
9.84,-0.017
9.92,-0.018
10.00,-0.020
10.08,-0.021
10.16,-0.023
10.24,-0.025
10.32,-0.026
10.40,-0.027
10.48,-0.028
10.56,-0.029
10.64,-0.030
10.72,-0.031
10.80,-0.032
10.88,-0.033
10.96,-0.034
11.04,-0.035
11.12,-0.036
11.20,-0.037
11.28,-0.038
11.36,-0.038
11.44,-0.038
11.52,-0.038
11.60,-0.039
11.68,-0.039
11.76,-0.039
11.84,-0.039
11.92,-0.039
12.00,-0.039
12.08,-0.040
12.16,-0.040
12.24,-0.040
12.32,-0.040
12.40,-0.040
12.48,-0.040
12.56,-0.040
12.64,-0.040
12.72,-0.040
12.80,-0.040
12.88,-0.040
12.96,-0.041
13.04,-0.041
13.12,-0.041
13.20,-0.041
13.28,-0.041
13.36,-0.040
13.44,-0.041
13.52,-0.041
13.60,-0.041
13.68,-0.040
13.76,-0.040
13.84,-0.040
13.92,-0.040
14.00,-0.040
14.08,-0.040
14.16,-0.040
14.24,-0.040
14.32,-0.040
14.40,-0.039
14.48,-0.039
14.56,-0.039
14.64,-0.039
14.72,-0.039
14.80,-0.039
14.88,-0.039
14.96,-0.039
15.04,-0.038
15.12,-0.038
15.20,-0.037
15.28,-0.037
15.36,-0.037
15.44,-0.036
15.52,-0.036
15.60,-0.036
15.68,-0.036
15.76,-0.035
15.84,-0.036
15.92,-0.035
16.00,-0.035
16.08,-0.035
16.16,-0.035
16.24,-0.035
16.32,-0.034
16.40,-0.034
16.48,-0.034
16.56,-0.034
16.64,-0.033
16.72,-0.033
16.80,-0.033
16.88,-0.032
16.96,-0.032
17.04,-0.032
17.12,-0.031
17.20,-0.031
17.28,-0.031
17.36,-0.031
17.44,-0.030
17.52,-0.030
17.60,-0.030
17.68,-0.030
17.76,-0.030
17.84,-0.030
17.92,-0.030
18.00,-0.030
18.08,-0.030
18.16,-0.030
18.24,-0.030
18.32,-0.030
18.40,-0.030
18.48,-0.030
18.56,-0.029
18.64,-0.029
18.72,-0.029
18.80,-0.028
18.88,-0.028
18.96,-0.028
19.04,-0.027
19.12,-0.027
19.20,-0.027
19.28,-0.027
19.36,-0.026
19.44,-0.026
19.52,-0.026
19.60,-0.026
19.68,-0.026
19.76,-0.026
19.84,-0.026
19.92,-0.026
20.00,-0.026
20.08,-0.026
20.16,-0.026
20.24,-0.025
20.32,-0.025
20.40,-0.025
20.48,-0.024
20.56,-0.024
20.64,-0.024
20.72,-0.024
20.80,-0.023
20.88,-0.023
20.96,-0.022
21.04,-0.022
21.12,-0.023
21.20,-0.022
21.28,-0.022
21.36,-0.022
21.44,-0.022
21.52,-0.023
21.60,-0.023
21.68,-0.023
21.76,-0.023
21.84,-0.022
21.92,-0.023
22.00,-0.022
22.08,-0.022
22.16,-0.022
22.24,-0.022
22.32,-0.021
22.40,-0.021
22.48,-0.021
22.56,-0.021
22.64,-0.021
22.72,-0.020
22.80,-0.020
22.88,-0.020
22.96,-0.020
23.04,-0.020
23.12,-0.020
23.20,-0.020
23.28,-0.020
23.36,-0.020
23.44,-0.020
23.52,-0.020
23.60,-0.020
23.68,-0.020
23.76,-0.020
23.84,-0.020
23.92,-0.019
24.00,-0.019
24.08,-0.019
24.16,-0.018
24.24,-0.018
24.32,-0.017
24.40,-0.017
24.48,-0.017
24.56,-0.017
24.64,-0.017
24.72,-0.016
24.80,-0.016
24.88,-0.016
24.96,-0.016
25.04,-0.016
25.12,-0.016
25.20,-0.016
25.28,-0.016
25.36,-0.016
25.44,-0.016
25.52,-0.015
25.60,-0.015
25.68,-0.015
25.76,-0.015
25.84,-0.015
25.92,-0.015
26.00,-0.015
26.08,-0.014
26.16,-0.014
26.24,-0.014
26.32,-0.014
26.40,-0.014
26.48,-0.014
26.56,-0.014
26.64,-0.014
26.72,-0.014
26.80,-0.014
26.88,-0.015
26.96,-0.014
27.04,-0.014
